YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,UA,223,N816UA,SAT,IAH,0602,0610,8,14,0624,58,50,31,191,0655,5,0700,0700,0,0,0,,,,,,
2015,1,1,4,UA,996,N406UA,LAX,EWR,0603,0603,0,16,0619,319,287,263,2454,1342,8,1422,1350,-32,0,0,,,,,,
2015,1,1,4,UA,1721,N75425,LAX,SFO,0603,0601,-2,13,0614,87,75,54,337,0708,8,0730,0716,-14,0,0,,,,,,
2015,1,1,4,EV,4390,N15986,CLE,IAD,0603,0558,-5,18,0616,82,86,44,288,0700,24,0725,0724,-1,0,0,,,,,,
2015,1,1,4,EV,5732,N833AS,CAE,IAD,0603,0605,2,21,0626,82,87,62,401,0728,4,0725,0732,7,0,0,,,,,,
2015,1,1,4,F9,756,N948FR,PHX,DEN,0603,0603,0,25,0628,107,111,79,602,0747,7,0750,0754,4,0,0,,,,,,
2015,1,1,4,UA,234,N838UA,SMF,IAH,0605,0613,8,29,0642,216,227,193,1609,1155,5,1141,1200,19,0,0,,11,0,8,0,0
2015,1,1,4,UA,415,N509UA,JFK,SFO,0605,0605,0,20,0625,404,400,368,2586,0933,12,0949,0945,-4,0,0,,,,,,
2015,1,1,4,US,647,N664AW,BOS,PHX,0605,0614,9,14,0628,369,373,355,2300,1023,4,1014,1027,13,0,0,,,,,,
2015,1,1,4,US,829,N723UW,BOS,CLT,0605,0601,-4,25,0626,147,148,120,728,0826,3,0832,0829,-3,0,0,,,,,,
2015,1,1,4,US,1743,N839AW,DTW,MIA,0605,0601,-4,12,0613,186,164,147,1145,0840,5,0911,0845,-26,0,0,,,,,,
2015,1,1,4,UA,1023,N73276,FLL,EWR,0605,0600,-5,13,0613,174,169,150,1065,0843,6,0859,0849,-10,0,0,,,,,,
2015,1,1,4,WN,2505,N467WN,GEG,DEN,0605,0604,-1,14,0618,140,132,111,836,0909,7,0925,0916,-9,0,0,,,,,,
2015,1,1,4,WN,239,N653SW,SAT,STL,0605,0559,-6,9,0608,120,104,91,786,0739,4,0805,0743,-22,0,0,,,,,,
2015,1,1,4,WN,474,N614SW,ONT,DEN,0605,0609,4,13,0622,140,136,116,819,0918,7,0925,0925,0,0,0,,,,,,
2015,1,1,4,UA,1245,N39726,CLE,EWR,0605,0602,-3,10,0612,91,73,55,404,0707,8,0736,0715,-21,0,0,,,,,,
2015,1,1,4,US,560,N663AW,DFW,PHX,0605,0612,7,15,0627,157,158,140,868,0747,3,0742,0750,8,0,0,,,,,,
2015,1,1,4,AA,310,N201AA,MFE,DFW,0605,,,,,95,,,469,,,0740,,,0,1,B,,,,,
2015,1,1,4,AA,375,N4WLAA,STL,DFW,0605,0557,-8,15,0612,120,111,90,550,0742,6,0805,0748,-17,0,0,,,,,,
2015,1,1,4,AA,378,N3BGAA,SJU,MIA,0605,0557,-8,17,0614,165,184,147,1045,0741,20,0750,0801,11,0,0,,,,,,
2015,1,1,4,AA,1291,N4XYAA,MKE,DFW,0605,0605,0,14,0619,175,164,138,853,0837,12,0900,0849,-11,0,0,,,,,,
2015,1,1,4,AS,320,N622AS,SEA,SFO,0605,0602,-3,21,0623,125,125,97,679,0800,7,0810,0807,-3,0,0,,,,,,
2015,1,1,4,AS,602,N407AS,SEA,LAS,0605,0602,-3,23,0625,140,143,115,867,0820,5,0825,0825,0,0,0,,,,,,
2015,1,1,4,B6,233,N247JB,BTV,JFK,0605,0553,-12,12,0605,88,84,50,266,0655,22,0733,0717,-16,0,0,,,,,,
2015,1,1,4,B6,601,N559JB,JFK,FLL,0605,0603,-2,17,0620,188,188,148,1069,0848,23,0913,0911,-2,0,0,,,,,,
2015,1,1,4,B6,735,N821JB,SFO,LGB,0605,0557,-8,13,0610,81,75,59,354,0709,3,0726,0712,-14,0,0,,,,,,
2015,1,1,4,B6,922,N809JB,PBI,BOS,0605,0621,16,13,0634,172,184,163,1197,0917,8,0857,0925,28,0,0,,12,0,16,0,0
2015,1,1,4,B6,1184,N641JB,MCO,JFK,0605,0600,-5,17,0617,146,161,129,944,0826,15,0831,0841,10,0,0,,,,,,
2015,1,1,4,B6,1434,N503JB,SJU,MCO,0605,0738,93,12,0750,188,183,165,1189,0935,6,0813,0941,88,0,0,,0,0,0,88,0
2015,1,1,4,DL,1065,N975DL,BDL,ATL,0605,0601,-4,14,0615,172,150,130,859,0825,6,0857,0831,-26,0,0,,,,,,
2015,1,1,4,DL,1456,N3759,RDU,ATL,0605,0701,56,11,0712,90,73,57,356,0809,5,0735,0814,39,0,0,,0,0,39,0,0
2015,1,1,4,DL,1723,N336NB,SFO,SLC,0605,0604,-1,15,0619,109,108,88,599,0847,5,0854,0852,-2,0,0,,,,,,
2015,1,1,4,EV,4642,N14143,TUS,IAH,0605,0613,8,29,0642,142,153,117,936,0939,7,0927,0946,19,0,0,,11,0,8,0,0
2015,1,1,4,EV,4928,N933EV,PIA,ATL,0605,0600,-5,9,0609,116,97,83,565,0832,5,0901,0837,-24,0,0,,,,,,
2015,1,1,4,F9,609,N223FR,IND,DEN,0605,0556,-9,9,0605,177,167,150,977,0635,8,0702,0643,-19,0,0,,,,,,
2015,1,1,4,F9,821,N920FR,MCI,DEN,0605,0607,2,13,0620,109,113,93,533,0653,7,0654,0700,6,0,0,,,,,,
2015,1,1,4,F9,133,N951FR,DFW,DEN,0605,0702,57,18,0720,122,117,91,641,0751,8,0707,0759,52,0,0,,0,0,52,0,0
2015,1,1,4,MQ,2881,N907MQ,FSM,DFW,0605,,,,,70,,,227,,,0715,,,0,1,B,,,,,
2015,1,1,4,MQ,2771,N667MQ,AEX,DFW,0605,,,,,80,,,285,,,0725,,,0,1,B,,,,,
2015,1,1,4,MQ,3288,N838MQ,SPS,DFW,0605,,,,,45,,,113,,,0650,,,0,1,B,,,,,
2015,1,1,4,MQ,3328,N640MQ,ACT,DFW,0605,,,,,45,,,89,,,0650,,,0,1,B,,,,,
2015,1,1,4,MQ,3408,N625MQ,SJT,DFW,0605,,,,,60,,,229,,,0705,,,0,1,B,,,,,
2015,1,1,4,MQ,3643,N923MQ,JAN,DFW,0605,,,,,100,,,408,,,0745,,,0,1,B,,,,,
2015,1,1,4,HA,286,N480HA,HNL,OGG,0605,0600,-5,12,0612,36,40,22,100,0634,6,0641,0640,-1,0,0,,,,,,
2015,1,1,4,OO,5181,N788SK,OKC,LAX,0605,0602,-3,40,0642,199,211,165,1187,0727,6,0724,0733,9,0,0,,,,,,
2015,1,1,4,OO,6499,N945SW,FAR,DEN,0605,0610,5,32,0642,141,133,87,627,0709,14,0726,0723,-3,0,0,,,,,,
2015,1,1,4,UA,1160,N76522,SFO,IAH,0606,0601,-5,13,0614,233,236,199,1635,1133,24,1159,1157,-2,0,0,,,,,,
2015,1,1,4,UA,1601,N37466,EWR,FLL,0606,0558,-8,13,0611,189,160,143,1065,0834,4,0915,0838,-37,0,0,,,,,,
2015,1,1,4,OO,6461,N959SW,MTJ,DEN,0606,0559,-7,29,0628,69,78,39,196,0707,10,0715,0717,2,0,0,,,,,,
2015,1,1,4,NK,606,N623NK,RSW,DTW,0607,0601,-6,14,0615,166,179,155,1084,0850,10,0853,0900,7,0,0,,,,,,
2015,1,1,4,OO,7389,N561SW,GCC,RKS,0607,0602,-5,12,0614,77,73,57,261,0711,4,0724,0715,-9,0,0,,,,,,
2015,1,1,4,UA,220,N813UA,MSY,EWR,0608,0606,-2,12,0618,172,160,140,1167,0938,8,1000,0946,-14,0,0,,,,,,
2015,1,1,4,UA,654,N422UA,ORD,MCO,0608,0603,-5,11,0614,163,147,127,1005,0921,9,0951,0930,-21,0,0,,,,,,
2015,1,1,4,EV,6119,N16951,RIC,ORD,0608,0608,0,12,0620,137,141,123,642,0723,6,0725,0729,4,0,0,,,,,,
2015,1,1,4,OO,5456,N920SW,RDM,SFO,0608,0559,-9,14,0613,102,88,68,462,0721,6,0750,0727,-23,0,0,,,,,,
2015,1,1,4,HA,205,N484HA,OGG,HNL,0609,0601,-8,8,0609,32,36,23,100,0632,5,0641,0637,-4,0,0,,,,,,
2015,1,1,4,OO,4494,N431SW,SJC,SLC,0609,0559,-10,31,0630,122,144,106,584,0916,7,0911,0923,12,0,0,,,,,,
2015,1,1,4,OO,5370,N979SW,ORD,MBS,0610,0607,-3,13,0620,66,56,37,222,0757,6,0816,0803,-13,0,0,,,,,,
2015,1,1,4,US,1709,N677AW,EWR,CLT,0610,0616,6,29,0645,121,130,95,529,0820,6,0811,0826,15,0,0,,9,0,6,0,0
2015,1,1,4,WN,828,N8303R,PHX,BWI,0610,0610,0,12,0622,250,226,210,1999,1152,4,1220,1156,-24,0,0,,,,,,
2015,1,1,4,UA,1632,N37464,SEA,IAD,0610,0605,-5,13,0618,294,270,252,2306,1330,5,1404,1335,-29,0,0,,,,,,
2015,1,1,4,UA,1725,N72405,LAS,SFO,0610,0606,-4,13,0619,96,80,62,414,0721,5,0746,0726,-20,0,0,,,,,,
2015,1,1,4,AA,168,N5BSAA,DFW,MIA,0610,0603,-7,10,0613,163,152,129,1121,0922,13,0953,0935,-18,0,0,,,,,,
2015,1,1,4,AA,1315,N424AA,BNA,DFW,0610,,,,,135,,,631,,,0825,,,0,1,B,,,,,
2015,1,1,4,AA,1336,N3LCAA,PHX,DFW,0610,0603,-7,18,0621,135,136,108,868,0909,10,0925,0919,-6,0,0,,,,,,
2015,1,1,4,AA,1619,N3AMAA,BOS,MIA,0610,0605,-5,13,0618,216,204,179,1258,0917,12,0946,0929,-17,0,0,,,,,,
2015,1,1,4,AA,1686,N4XXAA,LAX,STL,0610,0609,-1,19,0628,215,205,183,1592,1131,3,1145,1134,-11,0,0,,,,,,
2015,1,1,4,AS,345,N469AS,OAK,SEA,0610,0608,-2,13,0621,119,113,95,671,0756,5,0809,0801,-8,0,0,,,,,,
2015,1,1,4,AS,454,N442AS,SEA,LAX,0610,0611,1,19,0630,155,150,122,954,0832,9,0845,0841,-4,0,0,,,,,,
2015,1,1,4,B6,57,N348JB,BOS,IAD,0610,0603,-7,18,0621,111,94,73,413,0734,3,0801,0737,-24,0,0,,,,,,
2015,1,1,4,B6,24,N923JB,LAX,JFK,0610,0620,10,10,0630,314,293,279,2475,1409,4,1424,1413,-11,0,0,,,,,,
2015,1,1,4,B6,1279,N355JB,DCA,FLL,0610,0603,-7,16,0619,155,148,126,899,0825,6,0845,0831,-14,0,0,,,,,,
2015,1,1,4,B6,1836,N281JB,DTW,BOS,0610,0603,-7,12,0615,118,90,74,632,0729,4,0808,0733,-35,0,0,,,,,,
2015,1,1,4,AA,1361,N3KYAA,BNA,LAX,0610,0607,-3,10,0617,285,280,255,1797,0832,15,0855,0847,-8,0,0,,,,,,
2015,1,1,4,DL,327,N692DL,PHL,ATL,0610,0608,-2,16,0624,155,126,103,666,0807,7,0845,0814,-31,0,0,,,,,,
2015,1,1,4,DL,1492,N819DN,PHX,MSP,0610,0756,106,20,0816,186,173,145,1276,1141,8,1016,1149,93,0,0,,0,0,0,0,93
2015,1,1,4,B6,1554,N760JB,SJU,FLL,0610,0625,15,13,0638,163,167,147,1046,0805,7,0753,0812,19,0,0,,4,0,15,0,0
2015,1,1,4,EV,4556,N41104,VPS,IAH,0610,0607,-3,11,0618,119,119,99,528,0757,9,0809,0806,-3,0,0,,,,,,
2015,1,1,4,EV,6071,N14186,GUC,DEN,0610,0617,7,19,0636,59,64,34,152,0710,11,0709,0721,12,0,0,,,,,,
2015,1,1,4,F9,1252,N910FR,MIA,LGA,0610,0648,38,16,0704,175,177,147,1096,0931,14,0905,0945,40,0,0,,26,0,14,0,0
2015,1,1,4,MQ,3323,N613MQ,RIC,MIA,0610,0609,-1,19,0628,161,147,123,825,0831,5,0851,0836,-15,0,0,,,,,,
2015,1,1,4,MQ,3601,N530MQ,DTW,LGA,0610,0603,-7,12,0615,105,87,68,502,0723,7,0755,0730,-25,0,0,,,,,,
2015,1,1,4,MQ,3551,N663MQ,ORF,MIA,0610,0605,-5,25,0630,156,157,128,802,0838,4,0846,0842,-4,0,0,,,,,,
2015,1,1,4,OO,5572,N970SW,MOT,DEN,0610,0600,-10,20,0620,133,114,84,604,0644,10,0723,0654,-29,0,0,,,,,,
2015,1,1,4,AA,1312,N021AA,STL,MIA,0611,0603,-8,13,0616,169,149,127,1068,0923,9,1000,0932,-28,0,0,,,,,,
2015,1,1,4,B6,269,N834JB,BOS,FLL,0611,0607,-4,17,0624,213,197,174,1237,0918,6,0944,0924,-20,0,0,,,,,,
2015,1,1,4,EV,4506,N12552,MLU,IAH,0612,0641,29,3,0644,73,72,58,262,0742,11,0725,0753,28,0,0,,28,0,0,0,0
2015,1,1,4,OO,5337,N961SW,MAF,DEN,0612,,,,,116,,,563,,,0708,,,0,1,B,,,,,
2015,1,1,4,NK,562,N510NK,LAX,LAS,0613,0608,-5,14,0622,68,64,44,236,0706,6,0721,0712,-9,0,0,,,,,,
2015,1,1,4,UA,416,N496UA,PDX,ORD,0614,0612,-2,10,0622,235,224,207,1739,1149,7,1209,1156,-13,0,0,,,,,,
2015,1,1,4,B6,1403,N763JB,JFK,SJU,0614,0612,-2,15,0627,223,202,182,1598,1029,5,1057,1034,-23,0,0,,,,,,
2015,1,1,4,HA,107,N476HA,KOA,HNL,0614,0620,6,11,0631,42,47,30,163,0701,6,0656,0707,11,0,0,,,,,,
2015,1,1,4,OO,4681,N783CA,EUG,SLC,0614,0607,-7,18,0625,115,112,90,618,0855,4,0909,0859,-10,0,0,,,,,,
2015,1,1,4,US,1754,N815AW,RNO,PHX,0615,0605,-10,24,0629,107,112,84,601,0853,4,0902,0857,-5,0,0,,,,,,
2015,1,1,4,US,1789,N543UW,PHX,CLT,0615,0629,14,12,0641,228,207,183,1773,1144,12,1203,1156,-7,0,0,,,,,,
2015,1,1,4,WN,1966,N466WN,CMH,ATL,0615,0831,136,13,0844,110,90,65,447,0949,12,0805,1001,116,0,0,,0,0,116,0,0
2015,1,1,4,WN,2351,N7728D,HOU,ATL,0615,0612,-3,7,0619,110,106,91,696,0850,8,0905,0858,-7,0,0,,,,,,
2015,1,1,4,WN,137,N621SW,HOU,PHX,0615,0613,-2,9,0622,175,173,160,1020,0802,4,0810,0806,-4,0,0,,,,,,
2015,1,1,4,AA,1125,N3KCAA,DTW,DFW,0615,,,,,185,,,986,,,0820,,,0,1,B,,,,,
2015,1,1,4,AA,1165,N3ACAA,BOS,JFK,0615,0613,-2,16,0629,75,64,44,187,0713,4,0730,0717,-13,0,0,,,,,,
2015,1,1,4,AA,1581,N3KGAA,DFW,DCA,0615,,,,,164,,,1192,,,0959,,,0,1,B,,,,,
2015,1,1,4,AA,2253,N437AA,MSP,DFW,0615,0618,3,19,0637,165,156,128,852,0845,9,0900,0854,-6,0,0,,,,,,
2015,1,1,4,AS,504,N627AS,SEA,SNA,0615,0609,-6,22,0631,155,156,129,978,0840,5,0850,0845,-5,0,0,,,,,,
2015,1,1,4,B6,99,N274JB,BDL,DCA,0615,0607,-8,13,0620,100,85,67,313,0727,5,0755,0732,-23,0,0,,,,,,
2015,1,1,4,B6,962,N709JB,SJU,BOS,0615,0731,76,12,0743,247,261,244,1674,1047,5,0922,1052,90,0,0,,14,0,76,0,0
2015,1,1,4,B6,2006,N566JB,FLL,EWR,0615,0615,0,20,0635,165,173,148,1065,0903,5,0900,0908,8,0,0,,,,,,
2015,1,1,4,DL,828,N910AT,MOB,ATL,0615,0613,-2,8,0621,68,57,43,302,0804,6,0823,0810,-13,0,0,,,,,,
2015,1,1,4,DL,978,N693DL,SAN,SLC,0615,0611,-4,20,0631,121,115,89,626,0900,6,0916,0906,-10,0,0,,,,,,
2015,1,1,4,DL,985,N352NW,LAS,SLC,0615,0609,-6,13,0622,86,79,60,368,0822,6,0841,0828,-13,0,0,,,,,,
2015,1,1,4,DL,1275,N920DN,DCA,DTW,0615,0609,-6,25,0634,100,109,73,405,0747,11,0755,0758,3,0,0,,,,,,
2015,1,1,4,DL,2384,N361NB,SMF,SLC,0615,0608,-7,36,0644,98,121,80,532,0904,5,0853,0909,16,0,0,,16,0,0,0,0
2015,1,1,4,DL,1610,N385DN,DEN,DTW,0615,0613,-2,15,0628,184,142,121,1123,1029,6,1119,1035,-44,0,0,,,,,,
2015,1,1,4,DL,1866,N827DN,SFO,ATL,0615,0616,1,11,0627,270,266,251,2139,1338,4,1345,1342,-3,0,0,,,,,,
2015,1,1,4,DL,1919,N321NB,LGA,MSP,0615,0611,-4,13,0624,189,189,172,1020,0816,4,0824,0820,-4,0,0,,,,,,
2015,1,1,4,EV,2522,N879AS,LAW,DFW,0615,1219,364,27,1246,55,67,30,140,1316,10,0710,1326,376,0,0,,12,0,364,0,0
2015,1,1,4,EV,2512,N901EV,BRO,DFW,0615,0604,-11,9,0613,95,82,68,482,0721,5,0750,0726,-24,0,0,,,,,,
2015,1,1,4,EV,2572,N876AS,PIB,MEI,0615,0607,-8,24,0631,45,42,15,69,0646,3,0700,0649,-11,0,0,,,,,,
2015,1,1,4,EV,4531,N14204,CHS,IAH,0615,0623,8,27,0650,172,200,163,925,0833,10,0807,0843,36,0,0,,28,0,8,0,0
2015,1,1,4,EV,4655,N13202,MEM,IAH,0615,0621,6,13,0634,110,113,88,468,0802,12,0805,0814,9,0,0,,,,,,
2015,1,1,4,EV,5123,N847AS,MGM,ATL,0615,0609,-6,13,0622,51,45,27,147,0749,5,0806,0754,-12,0,0,,,,,,
2015,1,1,4,F9,582,N221FR,SLC,DEN,0615,0617,2,33,0650,92,104,64,391,0754,7,0747,0801,14,0,0,,,,,,
2015,1,1,4,F9,439,N931FR,OMA,DEN,0615,0609,-6,19,0628,105,99,73,472,0641,7,0700,0648,-12,0,0,,,,,,
2015,1,1,4,MQ,2958,N657MQ,FAR,DFW,0615,,,,,180,,,968,,,0915,,,0,1,B,,,,,
2015,1,1,4,MQ,3432,N546MQ,DCA,JFK,0615,0859,164,10,0909,63,60,41,213,0950,9,0718,0959,161,0,0,,0,46,115,0,0
2015,1,1,4,MQ,3613,N932MQ,MSN,DFW,0615,,,,,160,,,821,,,0855,,,0,1,B,,,,,
2015,1,1,4,MQ,3568,N528MQ,CMH,LGA,0615,0610,-5,11,0621,95,80,63,479,0724,6,0750,0730,-20,0,0,,,,,,
2015,1,1,4,OO,5348,N562SW,SBP,LAX,0615,0613,-2,21,0634,71,64,37,156,0711,6,0726,0717,-9,0,0,,,,,,
2015,1,1,4,OO,5256,N789SK,COS,IAH,0615,0614,-1,32,0646,139,153,116,809,0942,5,0934,0947,13,0,0,,,,,,
2015,1,1,4,OO,4747,N810SK,OAK,SLC,0615,0612,-3,10,0622,110,112,95,588,0857,7,0905,0904,-1,0,0,,,,,,
